NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Município (Código),Município,Variável (Código),Variável,Ano (Código),Ano
6,Município,40,Mil Reais,53194,3127057,Fronteira dos Vales - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,50425,3127073,Fruta de Leite - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,3084987,3127107,Frutal - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,96697,3127206,Funilândia - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,110318,3127305,Galiléia - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,65813,3127339,Gameleiras - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,47511,3127354,Glaucilândia - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,51302,3127370,Goiabeira - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,75115,3127388,Goianá - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,106375,3127404,Gonçalves - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,77889,3127503,Gonzaga - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,188431,3127602,Gouveia - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,8028769,3127701,Governador Valadares - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,525199,3127800,Grão Mogol - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,49746,3127909,Grupiara - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1087755,3128006,Guanhães - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,459855,3128105,Guapé - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,118990,3128204,Guaraciaba - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,67716,3128253,Guaraciama - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,744284,3128303,Guaranésia - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,190852,3128402,Guarani - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,63807,3128501,Guarará - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,918639,3128600,Guarda-Mor - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,3912373,3128709,Guaxupé - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,131187,3128808,Guidoval - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,333131,3128907,Guimarânia - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,120001,3129004,Guiricema - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,217168,3129103,Gurinhatã - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,146294,3129202,Heliodora - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,215369,3129301,Iapu - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,110484,3129400,Ibertioga - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1641284,3129509,Ibiá - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,134720,3129608,Ibiaí - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,54818,3129657,Ibiracatu - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,728550,3129707,Ibiraci - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,3073445,3129806,Ibirité - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,80149,3129905,Ibitiúra de Minas - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,62722,3130002,Ibituruna - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,114603,3130051,Icaraí de Minas - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1206082,3130101,Igarapé - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,762874,3130200,Igaratinga - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,556688,3130309,Iguatama - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,564039,3130408,Ijaci - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,292708,3130507,Ilicínea - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,139947,3130556,Imbé de Minas - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,176008,3130606,Inconfidentes - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,87899,3130655,Indaiabira - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,861720,3130705,Indianópolis - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,135273,3130804,Ingaí - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,501843,3130903,Inhapim - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,147426,3131000,Inhaúma - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,104621,3131109,Inimutaba - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,191443,3131158,Ipaba - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,397402,3131208,Ipanema - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,18957035,3131307,Ipatinga - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,217352,3131406,Ipiaçu - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,198705,3131505,Ipuiúna - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,344281,3131604,Iraí de Minas - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,7361373,3131703,Itabira - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,161418,3131802,Itabirinha - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,7258819,3131901,Itabirito - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,62077,3132008,Itacambira - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,244992,3132107,Itacarambi - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,447168,3132206,Itaguara - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,125234,3132305,Itaipé - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,4121334,3132404,Itajubá - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,636219,3132503,Itamarandiba - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,65478,3132602,Itamarati de Minas - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,370460,3132701,Itambacuri - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,40713,3132800,Itambé do Mato Dentro - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,346913,3132909,Itamogi - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,805016,3133006,Itamonte - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,557980,3133105,Itanhandu - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,159556,3133204,Itanhomi - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,355199,3133303,Itaobim - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,550663,3133402,Itapagipe - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,641894,3133501,Itapecerica - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1275556,3133600,Itapeva - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,3079752,3133709,Itatiaiuçu - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,831718,3133758,Itaú de Minas - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,5324955,3133808,Itaúna - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,76310,3133907,Itaverava - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,143976,3134004,Itinga - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,141202,3134103,Itueta - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,4387180,3134202,Ituiutaba - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,102915,3134301,Itumirim - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,2403673,3134400,Iturama - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,174874,3134509,Itutinga - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,331472,3134608,Jaboticatubas - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,142291,3134707,Jacinto - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,183603,3134806,Jacuí - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1354852,3134905,Jacutinga - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,126244,3135001,Jaguaraçu - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,843988,3135050,Jaíba - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,75146,3135076,Jampruca - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1666043,3135100,Janaúba - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,903262,3135209,Januária - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,103027,3135308,Japaraíba - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,90086,3135357,Japonvar - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1773263,3135407,Jeceaba - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,79507,3135456,Jenipapo de Minas - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,257952,3135506,Jequeri - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,148744,3135605,Jequitaí - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,140200,3135704,Jequitibá - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,313075,3135803,Jequitinhonha - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,113437,3135902,Jesuânia - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,180592,3136009,Joaíma - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,113407,3136108,Joanésia - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,5011365,3136207,João Monlevade - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,2254280,3136306,João Pinheiro - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,71971,3136405,Joaquim Felício - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,120967,3136504,Jordânia - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,55891,3136520,José Gonçalves de Minas - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,83717,3136553,José Raydan - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,52055,3136579,Josenópolis - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,134152,3136603,Nova União - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1767832,3136652,Juatuba - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,21817613,3136702,Juiz de Fora - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,56559,3136801,Juramento - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,317184,3136900,Juruaia - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,71184,3136959,Juvenília - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,149545,3137007,Ladainha - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,249903,3137106,Lagamar - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,2587185,3137205,Lagoa da Prata - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,57187,3137304,Lagoa dos Patos - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,354139,3137403,Lagoa Dourada - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,671391,3137502,Lagoa Formosa - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,317818,3137536,Lagoa Grande - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,2613052,3137601,Lagoa Santa - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,557867,3137700,Lajinha - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,490869,3137809,Lambari - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,55311,3137908,Lamim - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,98942,3138005,Laranjal - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,200673,3138104,Lassance - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,3348003,3138203,Lavras - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,57949,3138302,Leandro Ferreira - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,72571,3138351,Leme do Prado - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1180539,3138401,Leopoldina - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,105712,3138500,Liberdade - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,360158,3138609,Lima Duarte - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,406146,3138625,Limeira do Oeste - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,98905,3138658,Lontra - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,191968,3138674,Luisburgo - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,72963,3138682,Luislândia - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,168808,3138708,Luminárias - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,730135,3138807,Luz - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,117258,3138906,Machacalis - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1478210,3139003,Machado - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,380445,3139102,Madre de Deus de Minas - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,259316,3139201,Malacacheta - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,68240,3139250,Mamonas - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,271191,3139300,Manga - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,4127694,3139409,Manhuaçu - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,557244,3139508,Manhumirim - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,551720,3139607,Mantena - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,263345,3139706,Maravilhas - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,232414,3139805,Mar de Espanha - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,230037,3139904,Maria da Fé - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,5090283,3140001,Mariana - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,63670,3140100,Marilac - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,210846,3140159,Mário Campos - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,86162,3140209,Maripá de Minas - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,60876,3140308,Marliéria - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,48873,3140407,Marmelópolis - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,528224,3140506,Martinho Campos - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,422171,3140530,Martins Soares - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,107836,3140555,Mata Verde - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,65361,3140605,Materlândia - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1076291,3140704,Mateus Leme - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,725963,3140803,Matias Barbosa - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,172456,3140852,Matias Cardoso - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,664476,3140902,Matipó - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,187463,3141009,Mato Verde - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1800387,3141108,Matozinhos - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,99498,3141207,Matutina - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,273655,3141306,Medeiros - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,276314,3141405,Medina - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,81971,3141504,Mendes Pimentel - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,170734,3141603,Mercês - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,67258,3141702,Mesquita - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,346059,3141801,Minas Novas - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,168912,3141900,Minduri - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,165956,3142007,Mirabela - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,182413,3142106,Miradouro - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,289982,3142205,Miraí - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,50387,3142254,Miravânia - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,89883,3142304,Moeda - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,149686,3142403,Moema - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,42479,3142502,Monjolos - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,268789,3142601,Monsenhor Paulo - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,179715,3142700,Montalvânia - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,830859,3142809,Monte Alegre de Minas - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,281700,3142908,Monte Azul - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,403025,3143005,Monte Belo - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,2116369,3143104,Monte Carmelo - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,45537,3143153,Monte Formoso - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,627072,3143203,Monte Santo de Minas - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,12351983,3143302,Montes Claros - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,657402,3143401,Monte Sião - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,86877,3143450,Montezuma - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,481821,3143500,Morada Nova de Minas - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,54493,3143609,Morro da Garça - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,48346,3143708,Morro do Pilar - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,138958,3143807,Munhoz - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,2832646,3143906,Muriaé - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,635552,3144003,Mutum - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,678498,3144102,Muzambinho - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,36978,3144201,Nacip Raydan - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1019999,3144300,Nanuque - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,96650,3144359,Naque - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,73642,3144375,Natalândia - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,143677,3144409,Natércia - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1019642,3144508,Nazareno - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,631104,3144607,Nepomuceno - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,175808,3144656,Ninheira - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,159950,3144672,Nova Belém - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,485384,3144706,Nova Era - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,12119429,3144805,Nova Lima - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,61885,3144904,Nova Módica - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1181375,3145000,Nova Ponte - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,125545,3145059,Nova Porteirinha - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,569124,3145109,Nova Resende - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,3307359,3145208,Nova Serrana - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,372038,3145307,Novo Cruzeiro - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,121181,3145356,Novo Oriente de Minas - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,86202,3145372,Novorizonte - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,37442,3145406,Olaria - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,161674,3145455,Olhos-d'Água - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,53647,3145505,Olímpio Noronha - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1296255,3145604,Oliveira - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,37446,3145703,Oliveira Fortes - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,62671,3145802,Onça de Pitangui - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,72551,3145851,Oratórios - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,164147,3145877,Orizânia - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,4988929,3145901,Ouro Branco - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1142949,3146008,Ouro Fino - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,7305999,3146107,Ouro Preto - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,74690,3146206,Ouro Verde de Minas - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,62091,3146255,Padre Carvalho - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,223908,3146305,Padre Paraíso - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,88764,3146404,Paineiras - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,628905,3146503,Pains - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,64105,3146552,Pai Pedro - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,29894,3146602,Paiva - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,105286,3146701,Palma - MG,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,73449,3146750,Palmópolis - MG,37,Produto Interno Bruto a preços correntes,2022,2022
