NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Município (Código),Município,Variável (Código),Variável,Ano (Código),Ano
6,Município,40,Mil Reais,331394,2112407,Turiaçu - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,262626,2112456,Turilândia - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,611978,2112506,Tutóia - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,303701,2112605,Urbano Santos - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,448145,2112704,Vargem Grande - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,570708,2112803,Viana - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,179481,2112852,Vila Nova dos Martírios - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,366775,2112902,Vitória do Mearim - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,368452,2113009,Vitorino Freire - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,641092,2114007,Zé Doca - MA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,69703,2200053,Acauã - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,51902,2200103,Agricolândia - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,267273,2200202,Água Branca - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,75806,2200251,Alagoinha do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,54724,2200277,Alegrete do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,128595,2200301,Alto Longá - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,660824,2200400,Altos - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,95670,2200459,Alvorada do Gurguéia - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,220119,2200509,Amarante - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,75215,2200608,Angical do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,111663,2200707,Anísio de Abreu - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,218386,2200806,Antônio Almeida - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,58914,2200905,Aroazes - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,27966,2200954,Aroeiras do Itaim - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,49463,2201002,Arraial - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,68897,2201051,Assunção do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,104501,2201101,Avelino Lopes - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,2332226,2201150,Baixa Grande do Ribeiro - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,42721,2201176,Barra D'Alcântara - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,575075,2201200,Barras - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,124724,2201309,Barreiras do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,102784,2201408,Barro Duro - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,272161,2201507,Batalha - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,51937,2201556,Bela Vista do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,43968,2201572,Belém do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,97628,2201606,Beneditinos - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,78169,2201705,Bertolínia - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,232080,2201739,Betânia do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,71473,2201770,Boa Hora - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,51901,2201804,Bocaina - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1931867,2201903,Bom Jesus - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,69423,2201919,Bom Princípio do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,61163,2201929,Bonfim do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,57203,2201945,Boqueirão do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,76413,2201960,Brasileira - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,45922,2201988,Brejo do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,236634,2202000,Buriti dos Lopes - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,82159,2202026,Buriti dos Montes - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,88954,2202059,Cabeceiras do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,35142,2202075,Cajazeiras do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,133053,2202083,Cajueiro da Praia - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,247291,2202091,Caldeirão Grande do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,63551,2202109,Campinas do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,56512,2202117,Campo Alegre do Fidalgo - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,68259,2202133,Campo Grande do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,63333,2202174,Campo Largo do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,769318,2202208,Campo Maior - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,43652,2202251,Canavieira - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,288516,2202307,Canto do Buriti - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,121311,2202406,Capitão de Campos - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,49634,2202455,Capitão Gervásio Oliveira - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,109249,2202505,Caracol - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,59424,2202539,Caraúbas do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,58151,2202554,Caridade do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,213046,2202604,Castelo do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,60408,2202653,Caxingó - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,306564,2202703,Cocal - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,51049,2202711,Cocal de Telha - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,67000,2202729,Cocal dos Alves - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,44161,2202737,Coivaras - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,79558,2202752,Colônia do Gurguéia - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,73244,2202778,Colônia do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,62905,2202802,Conceição do Canindé - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,48788,2202851,Coronel José Dias - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,781393,2202901,Corrente - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,75396,2203008,Cristalândia do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,131510,2203107,Cristino Castro - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,166600,2203206,Curimatá - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,616191,2203230,Currais - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,45190,2203255,Curralinhos - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,370814,2203271,Curral Novo do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,292740,2203305,Demerval Lobão - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,74933,2203354,Dirceu Arcoverde - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,88389,2203404,Dom Expedito Lopes - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,49242,2203420,Domingos Mourão - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,156531,2203453,Dom Inocêncio - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,173676,2203503,Elesbão Veloso - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,57179,2203602,Eliseu Martins - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,538674,2203701,Esperantina - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,53213,2203750,Fartura do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,49842,2203800,Flores do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,27973,2203859,Floresta do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1510317,2203909,Floriano - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,49003,2204006,Francinópolis - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,58490,2204105,Francisco Ayres - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,33191,2204154,Francisco Macedo - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,93403,2204204,Francisco Santos - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,129709,2204303,Fronteiras - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,63986,2204352,Geminiano - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,517713,2204402,Gilbués - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,561166,2204501,Guadalupe - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,51222,2204550,Guaribas - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,36113,2204600,Hugo Napoleão - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,119888,2204659,Ilha Grande - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,168787,2204709,Inhuma - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,87654,2204808,Ipiranga do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,81559,2204907,Isaías Coelho - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,111035,2205003,Itainópolis - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,151817,2205102,Itaueira - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,77918,2205151,Jacobina do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,199386,2205201,Jaicós - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,44071,2205250,Jardim do Mulato - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,65517,2205276,Jatobá do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,61917,2205300,Jerumenha - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,71555,2205359,João Costa - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,125268,2205409,Joaquim Pires - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,53159,2205458,Joca Marques - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,458097,2205508,José de Freitas - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,60020,2205516,Juazeiro do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,112304,2205524,Júlio Borges - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,51630,2205532,Jurema - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,49901,2205540,Lagoinha do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,82593,2205557,Lagoa Alegre - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,378790,2205565,Lagoa do Barro do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,60415,2205573,Lagoa de São Francisco - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,98558,2205581,Lagoa do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,47233,2205599,Lagoa do Sítio - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,121521,2205607,Landri Sales - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,419367,2205706,Luís Correia - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,272272,2205805,Luzilândia - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,78154,2205854,Madeiro - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,60167,2205904,Manoel Emídio - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,238024,2205953,Marcolândia - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,59888,2206001,Marcos Parente - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,53999,2206050,Massapê do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,106731,2206100,Matias Olímpio - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,342934,2206209,Miguel Alves - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,33056,2206308,Miguel Leão - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,62177,2206357,Milton Brandão - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,146653,2206407,Monsenhor Gil - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,83186,2206506,Monsenhor Hipólito - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,348508,2206605,Monte Alegre do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,43849,2206654,Morro Cabeça no Tempo - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,67851,2206670,Morro do Chapéu do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,87473,2206696,Murici dos Portelas - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,71018,2206704,Nazaré do Piauí - PI,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,113043,2206720,Nazária - PI,37,Produto Interno Bruto a preços correntes,2022,2022
